ID,INTERVIEW_DATE_DD,INTERVIEW_DATE_MM,INTERVIEW_DATE_YYYY,PSU,DISTRICT,LOCATION_TYPE,SUPERVISOR,INTERVIEWER,GPS_LATITUDE,GPS_LONGITUDE,GPS_ACCURACY,INTERVIEWER_VISITS,CUSTOMER_NUMBER,Q1,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10_1,Q10_2,Q10_3,Q10_4,Q10_5,Q10_6,Q10_7,Q10_8,Q11,Q12_1,Q12_2,Q12_3,Q12_4,Q12_5,Q13,Q14_YEARS,Q14_MONTHS,Q15,Q16_INVENTORY,Q16_SALE,Q17_1,Q17_2,Q17_3,Q17_4,Q17_5,Q18,Q19,Q20_1,Q20_2,Q20_3,Q20_4,Q20_5,Q20_6,Q20_7,Q21,Q21_1A,Q21_1B,Q21_1C,Q22,Q22_1,Q22_2,Q22_3,Q23_1,Q23_2,Q24_1,Q24_2,Q24_3,Q24_4,Q24_5,Q24_6,Q25_1,Q25_2,Q25_3,Q25_4,Q25_5,Q25_6,Q26,Q27,Q28_1,Q28_2,Q28_3,Q28_4,Q28_5,Q28_6,Q29_1,Q29_2,Q29_3,Q29_4,Q30,Q31,Q32_1,Q32_1_N,Q32_2,Q32_2_N,Q32_3,Q32_3_N,Q32_4,Q32_4_N,Q32_5,Q32_5_N,Q32_6,Q32_6_N,Q33_1,Q33_2,Q33_3,Q33_4,Q33_5,Q33_6,Q33_7,Q33_8,Q34,Q35,Q36,Q37,Q38,Q39,Q39_PERSONAL_AMOUNT,Q39_BUSINESS_AMOUNT,Q40,Q41_FEATURE_PHONE,Q41_SMART_PHONE,Q41_NO_PHONE,Q42,Q43_FEATURE_PHONE,Q43_SMARTPHONE,Q44_FEATURE_PHONE,Q44_SMARTPHONE,Q45_1,Q45_2,Q45_3,Q45_4,Q45_5,Q45_6,Q45_7,Q46_1,Q46_2,Q46_INTERNET,Q46_WIFI,Q47_1,Q47_2,Q48,Q49,Q50,Q51,Q52,Q53,Q54,Q55_KM,Q55_TIME,Q55_COST,Q56,Q57,Q58_1,Q58_2,Q58_3,Q58_4,Q58_5,Q59_1,Q59_2,Q59_3,Q60_1,Q60_2,Q60_3,Q61,Q62,Q63_1,Q63_2,Q63_3,Q63_4,Q63_5,Q63_6,Q63_7,Q63_8,Q63_9,Q63_10,Q63_11,Q63_98,Q63_99,Q63,Q64,Q65,Q66_1,Q66_2,Q66_3,Q67,Q67_PERCENT,Q68,Q69,Q70_1,Q70_2,Q70_3,Q70_4,Q70_5,Q70_6,Q70_7,Q70_98,Q70_99,Q70,Q71,Q72,Q73_1,Q73_2,Q73_3,Q73_4,Q73_5,Q73_6,Q73_7,Q74,Q75_1,Q75_2,Q75_3,Q75_4,Q75_5,Q75_6,Q75_7,Q76,Q77,Q78_1,Q78_2,Q78_3,Q78_4,Q78_5,Q78_6,Q78_7,Q79_1,Q79_2,Q79_3,Q79_4,Q79_5,Q79_6,Q79_7,Q80,Q81_1,Q81_2,Q81_3,Q81_4,Q81_5,Q81_6,Q81_7,Q82_1,Q82_2,Q82_3,Q82_4,Q82_5,Q82_6,DL14,DL15,DL16,DL17,DL18,DL19,DL20,DL21,DL22,DL23
1758,14,1,2018,352,Jamalpur,Rural,Md. Mokaddes Hossain Maruf,Robin Kumar Roy,24.84986,90.01619,6,Visit 1,6,Yes,28,Male,Married,Yes,Post-graduate university,6,1,Work in your own activity and you are your own boss (Self-employment)/ Business,Pension,Aquaculture/Fisheries,,,,,,7,Rice,Flour,Edible oil,Egg,"Cattle Food (hay, Chaff, Husk)",Yes,0,10,Full time employee,90000,100000,Access to finance,Energy connection,,,,Single proprietorship,Rent,No,No,Yes,No,No,No,No,No,0,0,0,0,0,0,0,150,75,Finance,Technical training (e.g. on the job training),"Accounting, taxation, bookkeeping",,,,Finance,"Accounting, taxation, bookkeeping",,,,,Rarely,1-10%,Keep it at home/room,Keep it at store,Spend it immediately for personal expenses,Reinvest in Business,,,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Write it to my account book daily,No,Company distributor,20,Directly from the company/manufacturer,2,,,Large store in nearby haat/ Large store in same/nearby area,10,,,,,Everyday,3 times a week,,Everyday,,,,,Cash,"Yes, Sometimes have to ask for more time or for a loan",Rarely,11-20%,Yes,From a Micro-finance institution,,50000,Yes,1,0,5,Yes,1,0,100,,Made/receive calls,Use bKash/Rocket and other  mobile money transactions,,,,,,Do not use internet,,,,Phone runs out of battery,Network connectivity problem / poor mobile service,No,,,,,,"I do not need one, I do not make any transactions",4,15,10,Yes,Yes,bKash,,,,,Money canbe sent fast,Money can be sent anywhere,,Money can be sent to wrong number,Possibility of loosing money by hacking,,Yes,In the past 30 days,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Service system downtime,No,,,,,,,,,,,,,,,,,,,,No,Transaction limit is too low,Fear of hacking,,,,,,No,It is safer than cash money,It is possible to pay remote payments through this,,,,,,Yes,No,,,,,,,,Don't know how/ where to buy insurance,,,,,,,Yes,Micro-credit group,,,,,,,Equal contributions,Husband major/ wife minor,Husband Sole responsibility,Husband Sole responsibility,Equal contributions,Equal contributions,Two,Yes,No,One,Mud brick or C.I. sheet/wood,No,Two or more,One,Yes,No
1759,14,1,2018,352,Jamalpur,Rural,Md. Mokaddes Hossain Maruf,Robin Kumar Roy,24.84984,90.01624,8,Visit 1,2,Yes,50,Male,Married,Yes,Post-graduate university,6,1,Work in your own activity and you are your own boss (Self-employment)/ Business,Pension,,,,,,,7,Rice,Edible oil,Toilet soap,Laundry soap,Salt,Yes,30,,Student,60000,80000,Access to finance,,,,,Single proprietorship,Own,No,No,Yes,No,No,No,No,Yes,0,0,0,0,0,0,0,60,20,Finance,Marketing,Technical training (e.g. on the job training),,,,Finance,Marketing,,,,,"Yes, regularly",11-20%,Keep it at store,Give it to someone for safekeeping,Reinvest in Business,,,,Strongly agree,Agree somewhat,Disagree somewhat,Agree somewhat,Keep accounts for credit sale,No,Company distributor,15,Directly from the company/manufacturer,2,,,Large store in nearby haat/ Large store in same/nearby area,5,,,,,Everyday,3 times a week,,3 times a week,,,,,Cash,"Yes, Sometimes have to ask for more time or for a loan","Yes, sometimes",11-20%,Yes,From family / relatives,20000,,No,2,0,4,Yes,1,0,30,,Made/receive calls,,,,,,,Do not use internet,,,,Phone runs out of battery,Network connectivity problem / poor mobile service,No,,,,,,"I do not need one, I do not make any transactions",4,15,10,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Do not know how to make payment through mobile phone,Suppliers do not always have a mobile money account,,,,,,No,Do not know,,,,,,,Yes,No,,,,,,,,Don't have enough money to pay premium,,,,,,,No,,,,,,,,Equal contributions,Equal contributions,Husband Sole responsibility,Husband Sole responsibility,Equal contributions,Husband Sole responsibility,One,Yes,No,One,Brick/cement,Yes,Two or more,Two or more,No,Yes
1760,14,1,2018,352,Jamalpur,Rural,Md. Mokaddes Hossain Maruf,Robin Kumar Roy,24.84997,90.01621,8,Visit 1,4,Yes,45,Male,Married,Yes,Secondary education not completed (class 6-9),6,2,Work in your own activity and you are your own boss (Self-employment)/ Business,Work for someone else (Wage employment),Agriculture,Livestock,,,,,7,Cigarette,Toilet soap,Laundry soap,Bakery biscuits,Salt,Yes,20,,Another micro-merchant business,35000,40000,Access to finance,Poor physical infrastructure,,,,Single proprietorship,Rent,No,No,Yes,No,No,No,No,No,0,0,0,0,0,0,0,80,35,Finance,Technical training (e.g. on the job training),,,,,Finance,Business plan writing,,,,,"Yes, sometimes",11-20%,Keep it at home/room,Keep it at store,Spend it immediately for personal expenses,Reinvest in Business,,,Strongly agree,Agree somewhat,Strongly agree,Strongly agree,Keep accounts for credit sale,No,Company distributor,15,Directly from the company/manufacturer,1,,,Large store in nearby haat/ Large store in same/nearby area,2,,,,,Everyday,3 times a week,,3 times a week,,,,,Cash,"Yes, Sometimes have to ask for more time or for a loan",Rarely,1-10%,Yes,From a Micro-finance institution,,20000,Yes,3,0,3,Yes,1,0,30,,Made/receive calls,,,,,,,Do not use internet,,,,Phone runs out of battery,Network connectivity problem / poor mobile service,No,,,,,,I can't afford the minimum balance,5,15,10,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Do not feel the need,,,,,,,No,It is convenient,It is possible to pay remote payments through this,,,,,,Yes,No,,,,,,,,Small business/shop,Don't have enough money to pay premium,,,,,,Yes,Business association,Micro-credit group,,,,,,Husband major/ wife minor,Husband Sole responsibility,Husband Sole responsibility,Husband Sole responsibility,Equal contributions,Husband major/ wife minor,Two,Yes,No,One,Mud brick or C.I. sheet/wood,Yes,Two or more,Two or more,Yes,No
1761,13,1,2018,353,Jamalpur,Rural,Md. Mokaddes Hossain Maruf,Nusrat Jahan,24.85578,89.7764,16,Visit 1,26,Yes,35,Male,Married,Yes,Secondary education not completed (class 6-9),9,2,Work in your own activity and you are your own boss (Self-employment)/ Business,,,,,,,,7,Rice,Dal/Pulses,Edible oil,Egg,Salt,Yes,20,,Student,200000,210000,Access to finance,,,,,Single proprietorship,Own,No,No,Yes,No,No,No,No,Yes,0,1,0,0,0,0,0,80,60,Finance,,,,,,Finance,Business plan writing,,,,,"Yes, regularly",21-30%,Keep it at home/room,Keep it at store,Spend it immediately for personal expenses,Reinvest in Business,,,Strongly agree,Agree somewhat,Strongly agree,Strongly agree,Keep accounts for credit sale,No,Company distributor,10,Directly from the company/manufacturer,2,Wholesaler in wholesale market,5,Large store in nearby haat/ Large store in same/nearby area,3,,,,,3 times a week,Twice a  week,Once in every 2 weeks,Once in every 2 weeks,,,,,Cash,"Yes, Sometimes have to ask for more time or for a loan",Rarely,11-20%,Yes,From a Micro-finance institution,,150000,Yes,1,1,7,Yes,1,0,50,,Made/receive calls,,,,,,,Do not use internet,,,,Do not face any problems,,Yes,One account for both- personal and business,More than 90 days ago,Over the counter at a bank branch,Make transactions myself,I wanted to have access to credit or a credit card through a bank,,4,20,10,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Do not feel the need,,,,,,,No,It is convenient,It is safer than cash money,,,,,,Yes,No,,,,,,,,Small business/shop,,,,,,,Yes,Micro-credit group,,,,,,,Husband Sole responsibility,Equal contributions,Husband Sole responsibility,Husband Sole responsibility,Equal contributions,Husband Sole responsibility,Three or more,Yes,No,Three or more,Mud brick or C.I. sheet/wood,Yes,Two or more,Two or more,Yes,No
1762,13,1,2018,353,Jamalpur,Rural,Md. Mokaddes Hossain Maruf,Nusrat Jahan,24.85546,89.77636,16,Visit 1,15,Yes,52,Male,Married,Yes,Secondary education not completed (class 6-9),8,2,Work in your own activity and you are your own boss (Self-employment)/ Business,,,,,,,,7,Rice,Edible oil,Toilet soap,Shampoo,Hair oil,Yes,20,,Farmer,100000,150000,Access to finance,,,,,Single proprietorship,Own,No,No,Yes,No,No,No,No,Yes,0,1,0,0,0,0,0,100,60,Finance,,,,,,Finance,Business plan writing,,,,,"Yes, regularly",21-30%,Keep it at home/room,Keep it at store,Spend it immediately for personal expenses,Reinvest in Business,,,Strongly agree,Agree somewhat,Strongly agree,Agree somewhat,Keep accounts for credit sale,No,Company distributor,8,Directly from the company/manufacturer,3,Wholesaler in wholesale market,3,,,,,,,3 times a week,Everyday,Twice a  week,,,,,,Cash,"No, I always pay on time","No, never",0%,Yes,From a bank,,700000,Yes,4,2,2,Yes,1,0,50,,Made/receive calls,,,,,,,Do not use internet,,,,Do not face any problems,,Yes,Business account,In the past 30 days,Over the counter at a bank branch,Make transactions myself,I wanted to have access to credit or a credit card through a bank,,3,20,10,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Do not feel the need,,,,,,,No,It is convenient,It is safer than cash money,,,,,,No,,,,,,,,,,,,,,,,No,,,,,,,,Husband major/ wife minor,Husband Sole responsibility,Husband Sole responsibility,Equal contributions,Husband Sole responsibility,Husband Sole responsibility,None,No members 6-to-12,No,Three or more,Mud brick or C.I. sheet/wood,Yes,Two or more,Two or more,Yes,Yes
1763,13,1,2018,353,Jamalpur,Rural,Md. Mokaddes Hossain Maruf,Nusrat Jahan,24.85585,89.77619,8,Visit 1,7,Yes,22,Male,Single/ never married,Yes,Higher secondary education,6,2,Work in your own activity and you are your own boss (Self-employment)/ Business,,,,,,,,7,Rice,Dal/Pulses,Flour,Edible oil,Egg,Yes,2,,Student,200000,250000,Access to finance,,,,,Single proprietorship,Own,No,No,Yes,No,No,No,No,Yes,0,1,0,0,0,0,0,100,70,Finance,,,,,,Finance,Business plan writing,,,,,"Yes, regularly",31-40%,Keep it at home/room,Keep it at store,Spend it immediately for personal expenses,Reinvest in Business,,,Strongly agree,Strongly agree,Agree somewhat,Strongly agree,Write it to my account book every 2 days,No,Company distributor,12,,,Wholesaler in wholesale market,3,,,,,,,Twice a  week,,Once a week,,,,,,Cash,"Yes, Sometimes have to ask for more time or for a loan","Yes, sometimes",11-20%,Yes,From a Micro-finance institution,,70000,Yes,1,1,4,Yes,0,1,,100,Made/receive calls,Use Facebook or other social networking site,Use bKash/Rocket and other  mobile money transactions,Listening Songs,,,,Weekly internet use,,1024,,Phone runs out of battery,"Phone runs out of storage (space for saving picture, apps and other information)",No,,,,,,"I do not need one, I do not make any transactions",3,15,10,Yes,Yes,bKash,,,,,Money can be sent anywhere,,,High service charge,,,No,More than 90 days ago,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,Agent system downtime,No,,,,,,,,,,,,,,,,,,,,No,Do not feel the need,,,,,,,No,It is convenient,It is safer than cash money,It is possible to pay remote payments through this,,,,,Yes,No,,,,,,,,Don't feel the necessity,,,,,,,Yes,Micro-credit group,,,,,,,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,One,Yes,No,Three or more,Mud brick or C.I. sheet/wood,Yes,Two or more,Two or more,Yes,Yes
1764,13,1,2018,353,Jamalpur,Rural,Md. Mokaddes Hossain Maruf,Nusrat Jahan,24.8556,89.77624,6,Visit 1,5,Yes,20,Male,Single/ never married,Yes,Higher secondary education,4,1,Work in your own activity and you are your own boss (Self-employment)/ Business,,,,,,,,7,Flour,Edible oil,Cigarette,Egg,Salt,Yes,1,,Student,65000,70000,Access to finance,,,,,Single proprietorship,Own,No,No,Yes,No,No,No,No,No,0,0,0,0,0,0,0,60,30,Finance,,,,,,Finance,Business plan writing,,,,,"Yes, regularly",41-50%,Keep it at home/room,Spend it immediately for personal expenses,Reinvest in Business,,,,Strongly agree,Strongly agree,Agree somewhat,Strongly agree,Keep accounts for credit sale,No,Company distributor,7,Directly from the company/manufacturer,2,,,Large store in nearby haat/ Large store in same/nearby area,2,,,,,Twice a  week,Everyday,,Once a week,,,,,Cash,"No, I always pay on time","No, never",0%,Yes,From a Micro-finance institution,,20000,Yes,2,1,1,Yes,0,1,,50,Made/receive calls,Browse the internet,Use Facebook or other social networking site,Use bKash/Rocket and other  mobile money transactions,"Watch videos (Cinema, Serial, Song etc)",Listening Songs,,Weekly internet use,,150,,Do not face any problems,,No,,,,,,Access to micro-finance,3,20,10,Yes,Yes,bKash,,,,,Money canbe sent fast,Money can be withdrawn in lesser time,,High service charge,Network Problem,,No,More than 90 days ago,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,Agent float/cash availability,No,,,,,,,,,,,,,,,,,,,,No,Do not feel the need,,,,,,,No,It is convenient,,,,,,,No,,,,,,,,,,,,,,,,Yes,Micro-credit group,,,,,,,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,One,Yes,No,Two,Mud brick or C.I. sheet/wood,Yes,Two or more,Two or more,No,No
1765,13,1,2018,353,Jamalpur,Rural,Md. Mokaddes Hossain Maruf,Nusrat Jahan,24.85642,89.77427,6,Visit 1,1,Yes,28,Male,Married,No,No formal education,3,1,Work in your own activity and you are your own boss (Self-employment)/ Business,,,,,,,,7,Cigarette,Packet biscuit,Bread,Tea/Coffee,Betel-leaf,Yes,8,,Full time employee,60000,65000,Access to finance,,,,,Single proprietorship,Rent,No,No,Yes,No,No,No,No,No,0,0,0,0,0,0,0,120,50,Finance,,,,,,Finance,Business plan writing,,,,,"Yes, sometimes",41-50%,Keep it at home/room,Keep it at store,Spend it immediately for personal expenses,Reinvest in Business,,,Strongly agree,Agree somewhat,Strongly agree,Agree somewhat,Keep accounts for credit sale,No,Company distributor,12,Directly from the company/manufacturer,2,,,Large store in nearby haat/ Large store in same/nearby area,2,,,,,3 times a week,Everyday,,Once a week,,,,,Cash,"Yes, Sometimes have to ask for more time or for a loan",Rarely,11-20%,Yes,From family / relatives,,15000,Yes,1,0,2,Yes,1,0,20,,Made/receive calls,,,,,,,Do not use internet,,,,Do not face any problems,,No,,,,,,"I do not need one, I do not make any transactions",0.1,1,0,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Do not feel the need,,,,,,,No,It is convenient,It is possible to pay remote payments through this,,,,,,No,,,,,,,,,,,,,,,,No,,,,,,,,Equal contributions,Husband major/ wife minor,Husband Sole responsibility,Husband Sole responsibility,Husband Sole responsibility,Husband Sole responsibility,One,No,No,One,Mud brick or C.I. sheet/wood,Yes,One,One,No,No
1766,13,1,2018,354,Jamalpur,Rural,Md. Mokaddes Hossain Maruf,Robin Kumar Roy,24.87532,89.77775,8,Visit 1,7,Yes,34,Male,Married,No,No formal education,5,1,Work in your own activity and you are your own boss (Self-employment)/ Business,,,,,,,,7,Rice,Flour,Chips,Packet biscuit,Cake,Yes,2,,Full time employee,75000,90000,Access to finance,,,,,Single proprietorship,Rent,No,No,Yes,No,No,No,No,No,0,0,0,0,0,0,0,110,50,Finance,,,,,,Finance,,,,,,Rarely,1-10%,Keep it at home/room,Spend it immediately for personal expenses,Reinvest in Business,,,,Strongly agree,Agree somewhat,Disagree somewhat,Strongly agree,Keep accounts for credit sale,No,Company distributor,10,Directly from the company/manufacturer,1,,,Large store in nearby haat/ Large store in same/nearby area,3,,,,,Everyday,3 times a week,,Once a week,,,,,Cash,"No, I always pay on time","No, never",0%,No,,,,No,2,0,3,Yes,1,0,20,,Made/receive calls,Use bKash/Rocket and other  mobile money transactions,,,,,,Do not use internet,,,,Network connectivity problem / poor mobile service,,Yes,Personal account,In the past 7 days,Over the counter at a bank branch,Make transactions myself,I wanted to start saving money with a bank account,,6,30,15,Yes,Yes,Rocket (DBBL),,,,,Money canbe sent fast,Money can be sent anywhere,,High service charge,Network Problem,,No,In the past 90 days,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,Service system downtime,No,,,,,,,,,,,,,,,,,,,,No,Do not feel the need,,,,,,,No,It is safer than cash money,It is possible to pay remote payments through this,,,,,,Yes,No,,,,,,,,Don't feel the necessity,,,,,,,No,,,,,,,,Equal contributions,Equal contributions,Husband Sole responsibility,Husband Sole responsibility,Husband major/ wife minor,Husband Sole responsibility,Two,Yes,No,One,Mud brick or C.I. sheet/wood,No,One,Two or more,No,No
1767,13,1,2018,354,Jamalpur,Rural,Md. Mokaddes Hossain Maruf,Robin Kumar Roy,24.87587,89.77785,12,Visit 1,8,Yes,21,Male,Single/ never married,Yes,Secondary education completed,5,2,Work in your own activity and you are your own boss (Self-employment)/ Business,Work for someone else (Wage employment),,,,,,,7,Dal/Pulses,Flour,Edible oil,Air-time/Top-up,Sugar/ Molasses,Yes,8,,Student,120000,90000,Access to finance,"Gender, ethnic and other social norms or psychological issues",,,,Single proprietorship,Rent,No,Yes,Yes,No,No,No,No,No,0,1,0,0,0,0,0,200,90,Finance,,,,,,Finance,"Legal support, Issues related registering and licensing of business",,,,,"Yes, regularly",11-20%,Keep it at store,Spend it immediately for personal expenses,Reinvest in Business,,,,Strongly agree,Agree somewhat,Strongly agree,Agree somewhat,Keep accounts for credit sale,No,Company distributor,10,Directly from the company/manufacturer,1,,,Large store in nearby haat/ Large store in same/nearby area,1,,,,,Everyday,3 times a week,,Once a week,,,,,Cash,"Yes, Sometimes have to ask for more time or for a loan",Rarely,1-10%,Yes,From a private moneylender,600000,,No,2,2,1,Yes,1,0,100,,Made/receive calls,Send/Receive SMS Text messages,Transfer phone credit,Use bKash/Rocket and other  mobile money transactions,,,,Do not use internet,,,,Phone runs out of battery,Network connectivity problem / poor mobile service,No,,,,,,"I do not need one, I do not make any transactions",8,10,10,Yes,Yes,Rocket (DBBL),,,,,Mobile airtime can be purchased when necessary,Money can be withdrawn in lesser time,,Money can be sent to wrong number,Forgery,,Yes,In the past 90 days,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No,No,No,No,Sending to a wrong number,No,,,,,,,,,,,,,,,,,,,,No,Do not feel the need,,,,,,,No,It is safer than cash money,,,,,,,No,,,,,,,,,,,,,,,,No,,,,,,,,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,None,No members 6-to-12,Yes,Two,Mud brick or C.I. sheet/wood,No,One,Two or more,Yes,Yes
1768,13,1,2018,354,Jamalpur,Rural,Md. Mokaddes Hossain Maruf,Robin Kumar Roy,24.77712,89.8751,8,Visit 1,10,Yes,40,Male,Married,Yes,Secondary education completed,8,2,Work in your own activity and you are your own boss (Self-employment)/ Business,Work for someone else (Wage employment),Pension,,,,,,7,Flour,Edible oil,Packet biscuit,Kerosene,Salt,Yes,20,,Student,100000,90000,Access to finance,,,,,Family business,Own,No,No,Yes,No,No,No,No,Yes,0,1,0,0,0,0,0,60,20,Finance,,,,,,Finance,Business plan writing,,,,,"Yes, regularly",1-10%,Keep it at home/room,Spend it immediately for personal expenses,Reinvest in Business,,,,Agree somewhat,Agree somewhat,Strongly disagree,Agree somewhat,Keep accounts for credit sale,No,Company distributor,15,Directly from the company/manufacturer,1,,,Large store in nearby haat/ Large store in same/nearby area,2,,,,,Everyday,Once a week,,Once a week,,,,,Cash,"No, I always pay on time","No, never",0%,No,,,,No,4,0,4,Yes,1,0,20,,Made/receive calls,,,,,,,Do not use internet,,,,Do not face any problems,,No,,,,,,"I do not need one, I do not make any transactions",7,20,10,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Do not feel the need,,,,,,,No,It is possible to pay remote payments through this,,,,,,,No,,,,,,,,,,,,,,,,No,,,,,,,,Husband major/ wife minor,Husband Sole responsibility,Husband Sole responsibility,Husband Sole responsibility,Husband Sole responsibility,Husband Sole responsibility,None,No members 6-to-12,No,Three or more,Brick/cement,Yes,Two or more,Two or more,Yes,Yes
1769,13,1,2018,354,Jamalpur,Rural,Md. Mokaddes Hossain Maruf,Robin Kumar Roy,24.87537,89.77751,12,Visit 1,12,Yes,23,Male,Married,Yes,University degree,7,3,Work in your own activity and you are your own boss (Self-employment)/ Business,Work for someone else (Wage employment),Receive money from migrant family members (Remittances),,,,,,7,Edible oil,Egg,Toilet soap,Salt,Sugar/ Molasses,Yes,2,,Student,50000,45000,Access to finance,Poor physical infrastructure,,,,Single proprietorship,Rent,No,No,Yes,No,No,No,No,No,0,1,0,0,0,0,0,150,60,Finance,,,,,,Finance,,,,,,"Yes, regularly",41-50%,Keep it at home/room,Keep it at store,Spend it immediately for personal expenses,Reinvest in Business,,,Strongly agree,Agree somewhat,Agree somewhat,Strongly agree,Manually enter in the computer,No,Company distributor,4,Directly from the company/manufacturer,1,,,Large store in nearby haat/ Large store in same/nearby area,3,,,,,3 times a week,Once a week,,Twice a  week,,,,,Cash,"No, I always pay on time","No, never",0%,Yes,From a private moneylender,150000,,No,5,1,1,Yes,1,0,30,,Made/receive calls,,,,,,,Do not use internet,,,,Phone runs out of battery,Network connectivity problem / poor mobile service,No,,,,,,I can't afford the minimum balance,7,25,10,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Do not feel the need,,,,,,,No,It is safer than cash money,,,,,,,No,,,,,,,,,,,,,,,,No,,,,,,,,Husband Sole responsibility,Equal contributions,Husband Sole responsibility,Husband Sole responsibility,Equal contributions,Husband major/ wife minor,One,Yes,No,One,Mud brick or C.I. sheet/wood,Yes,Two or more,Two or more,No,No
1770,13,1,2018,354,Jamalpur,Rural,Md. Mokaddes Hossain Maruf,Robin Kumar Roy,24.87524,89.77772,6,Visit 1,9,Yes,32,Male,Married,Yes,Secondary education not completed (class 6-9),7,2,Work in your own activity and you are your own boss (Self-employment)/ Business,Agriculture,Livestock,,,,,,7,Dal/Pulses,Edible oil,Toilet soap,Laundry soap,Sugar/ Molasses,Yes,7,,Unemployed,80000,64000,Access to finance,Poor physical infrastructure,,,,Single proprietorship,Rent,No,No,Yes,No,No,No,No,No,0,0,0,0,0,0,0,150,70,Finance,,,,,,Finance,,,,,,"Yes, regularly",21-30%,Keep it at home/room,Keep it at store,Spend it immediately for personal expenses,Reinvest in Business,,,Strongly agree,Agree somewhat,Agree somewhat,Strongly agree,Manually enter in the computer,No,Company distributor,20,Directly from the company/manufacturer,1,,,Large store in nearby haat/ Large store in same/nearby area,2,,,,,Everyday,3 times a week,,Once a week,,,,,Cash,"Yes, Sometimes have to ask for more time or for a loan",Rarely,11-20%,Yes,From a private moneylender,,20000,Yes,3,0,4,Yes,1,0,70,,Made/receive calls,,,,,,,Do not use internet,,,,Phone runs out of battery,Network connectivity problem / poor mobile service,No,,,,,,I can't afford the minimum balance,7,15,10,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Do not feel the need,,,,,,,No,It is possible to pay remote payments through this,,,,,,,Yes,No,,,,,,,,Small business/shop,Don't feel the necessity,,,,,,No,,,,,,,,Equal contributions,Husband major/ wife minor,Husband Sole responsibility,Husband Sole responsibility,Equal contributions,Husband Sole responsibility,Two,No,No,Two,Mud brick or C.I. sheet/wood,No,Two or more,Two or more,No,Yes
